,Snaizeholme MA,Malham Tarn MA,East Cowton MA,Arkengarthdale MA,Skelton T-1,Crakehill,Skip Bridge,Westwick,Skelton
1996-10-17,0.2010727056019071,0.1741833508956796,0.1846473029045643,0.13447600391772774,0.11676714834665344,0.11224579050951236,0.10974255426552247,0.11756751344929317,0.12523098247998454
1996-03-10,0.12097735399284872,0.11854583772391986,0.15311203319502076,0.10000000000000002,0.15611952951149732,0.14950798163131424,0.12870267541645636,0.12302198609016032,0.14152239168688094
1993-05-18,0.6511323003575684,0.48777660695468916,0.2659751037344399,0.1109696376101861,0.5642554781570861,0.5588672643778702,0.41922261484098944,0.36883101280185826,0.42259870478796424
1993-05-05,0.16674612634088193,0.11854583772391988,0.11991701244813278,0.1,0.13974501263224823,0.12938989722282968,0.12569409389197375,0.11804274405628012,0.12922732816388618
1996-08-27,0.10000000000000007,0.4574288724973655,0.39211618257261416,0.11880509304603333,0.12687294691109463,0.11071506669582332,0.1124987380111055,0.12624714661398193,0.16728261994662538
1994-12-31,0.4451728247914183,0.41275026343519494,0.19792531120331952,0.23163565132223313,0.7813182155345979,0.7119396457467746,0.673922261484099,0.37574321528213483,0.5507697915869723
1995-02-16,0.24112038140643624,0.31917808219178073,0.25269709543568464,0.22380019588638592,0.46698995555010236,0.4381587579269627,0.31751640585562846,0.30844735753093677,0.4600419436281239
1993-06-29,0.1209773539928487,0.160695468914647,0.1,0.1,0.12038114253526155,0.11539470806910125,0.11334679454820798,0.10861555712779165,0.11524011827023038
1993-05-08,0.1,0.1,0.1,0.10156709108716945,0.13222701237569925,0.12475399081565713,0.12127208480565371,0.11349868510632619,0.12422289528044177
1994-12-23,0.10000000000000006,0.10168598524762903,0.1,0.1,0.2071170030618562,0.16918871637874483,0.18521958606764263,0.1474856830105058,0.17401520231500026
1994-09-12,0.27926102502979744,0.32339304531085344,0.17966804979253112,0.18305582761998043,0.18458531089831182,0.1683140170566368,0.1206158505805149,0.17427480610324253,0.19828130133256527
1996-04-09,0.11907032181168065,0.1033719704952581,0.1,0.10000000000000002,0.12861301818709114,0.1269844740870326,0.11630489651691066,0.11327708881205698,0.122746767595397
1996-08-15,0.10000000000000007,0.10505795574288719,0.1,0.10156709108716946,0.10949231189662192,0.10572928055980757,0.10503785966683493,0.10449333208741039,0.10614753176149738
1996-10-06,0.264004767580453,0.22139093782929392,0.14315352697095435,0.15954946131243883,0.17323023039212954,0.14251038705445004,0.11996971226653207,0.1472240391931759,0.13392573457604084
1993-09-26,0.10190703218116813,0.1101159114857745,0.1,0.1,0.1566995532701628,0.13437568335884542,0.13239777889954568,0.12230647034480918,0.14013627178750962
1995-10-15,0.10190703218116812,0.10842992623814536,0.1,0.1,0.11133500276069001,0.10800349879728843,0.10449268046441192,0.10591101440375914,0.10791708482783761
1994-05-29,0.10000000000000003,0.1,0.1,0.1,0.1260252198791989,0.11994314454406299,0.11663806158505806,0.11113588124574496,0.11920046083986266
1993-05-22,0.2067938021454112,0.21127502634351947,0.24273858921161828,0.20029382957884428,0.29773456105028917,0.2750273343538159,0.22155477031802123,0.21227456581810414,0.22661575226257072
1995-03-14,0.1400476758045292,0.18935721812434136,0.15975103734439838,0.11410381978452498,0.2513772775692543,0.19892849333041768,0.18141342756183748,0.1790484708520778,0.20512189304374828
1996-08-07,0.10953516090584037,0.15057955742887244,0.21618257261410787,0.10940254652301667,0.10679073969760686,0.10406735184780232,0.10646138313982838,0.10375111799335211,0.10766506302795192
1995-12-20,0.10762812872467233,0.1,0.1132780082987552,0.10156709108716945,0.1274306620636576,0.12440411108681391,0.11153962645128723,0.11245210983700658,0.12094661188192779
